,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1594103,181660,HB0106,HB0106,Expedited Background Checks for Human Services Providers,Expedited Background Checks for Human Services Providers,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0106.json,1,2010-01-26,http://le.utah.gov/~2010/bills/hbillint/hb0106.pdf
1594104,181661,HB0107,HB0107,Animal Shelter Amendments,Animal Shelter Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0107.json,2,2010-03-02,http://le.utah.gov/~2010/bills/hbillenr/hb0107.pdf
1594105,181662,HB0108,HB0108,Meat Inspection Amendments,Meat Inspection Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0108.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0108.pdf
1594106,181663,HB0109,HB0109,Volunteer Government Workers Act Definitions,Volunteer Government Workers Act Definitions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0109.json,2,2010-02-23,http://le.utah.gov/~2010/bills/hbillenr/hb0109.pdf
1594107,181664,HB0110,HB0110,County Jail Inmate Medical Costs,County Jail Inmate Medical Costs,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0110.json,2,2010-02-10,http://le.utah.gov/~2010/bills/hbillenr/hb0110.pdf
1594108,181665,HB0111,HB0111,Small Group Health Insurance - Statewide Risk Adjustment,Small Group Health Insurance - Statewide Risk Adjustment,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0111.json,1,2010-01-27,http://le.utah.gov/~2010/bills/hbillint/hb0111.pdf
1594109,181666,HB0112,HB0112,Supreme Court Review of an Initiative or Referendum,Supreme Court Review of an Initiative or Referendum,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0112.json,2,2010-02-16,http://le.utah.gov/~2010/bills/hbillenr/hb0112.pdf
1594110,181667,HB0113,HB0113,Child Restraint Device Amendments,Child Restraint Device Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0113.json,1,2010-01-28,http://le.utah.gov/~2010/bills/hbillamd/hb0113.pdf
1594111,181668,HB0114,HB0114,Disclosure of Donations to Higher Education Institutions,Disclosure of Donations to Higher Education Institutions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0114.json,1,2010-01-28,http://le.utah.gov/~2010/bills/hbillint/hb0114.pdf
1594112,181669,HB0115,HB0115,Counsel for Indigents in Juvenile Court Proceedings,Counsel for Indigents in Juvenile Court Proceedings,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0115.json,4,2010-03-30,http://le.utah.gov/~2010/bills/hbillenr/hb0115.pdf
1594113,181670,HB0116,HB0116,Political Subdivision Facility Energy Efficiency,Political Subdivision Facility Energy Efficiency,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0116.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0116.pdf
1594114,181671,HB0117,HB0117,Public Education Capital Outlay Act,Public Education Capital Outlay Act,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0117.json,2,2010-03-03,http://le.utah.gov/~2010/bills/hbillenr/hb0117.pdf
1594115,181672,HB0118,HB0118,Economic Development Incentives Modifications,Economic Development Incentives Modifications,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0118.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0118.pdf
1594116,181673,HB0119,HB0119,Motor Vehicle Impound Amendments,Motor Vehicle Impound Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0119.json,1,2010-02-01,http://le.utah.gov/~2010/bills/hbillint/hb0119.pdf
1594117,181674,HB0120,HB0120,Underground Storage Tank Amendments,Underground Storage Tank Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0120.json,2,2010-02-19,http://le.utah.gov/~2010/bills/hbillenr/hb0120.pdf
1594118,181675,HB0121,HB0121,Emergency Medical Services Act Transport Amendments,Emergency Medical Services Act Transport Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0121.json,1,2010-02-01,http://le.utah.gov/~2010/bills/hbillint/hb0121.pdf
1594119,181676,HB0122,HB0122,Surveyor Amendments,Surveyor Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0122.json,1,2010-02-01,http://le.utah.gov/~2010/bills/hbillamd/hb0122.pdf
1594120,181677,HB0123,HB0123,Adoption Tax Credit,Adoption Tax Credit,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0123.json,1,2010-02-01,http://le.utah.gov/~2010/bills/hbillint/hb0123.pdf
1594121,181678,HB0124,HB0124,Campaign Funds Expenditure Restrictions,Campaign Funds Expenditure Restrictions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0124.json,0,,http://le.utah.gov/~2010/bills/hbillamd/hb0124.pdf
1594122,181679,HB0125,HB0125,Kidnapping and Sex Offender Registry Amendments,Kidnapping and Sex Offender Registry Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0125.json,2,2010-02-19,http://le.utah.gov/~2010/bills/hbillenr/hb0125.pdf
1594123,181680,HB0126,HB0126,State Construction Registry Amendments,State Construction Registry Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0126.json,2,2010-02-18,http://le.utah.gov/~2010/bills/hbillamd/hb0126.pdf
1594124,181681,HB0127,HB0127,Reproductive Health Education Amendments,Reproductive Health Education Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0127.json,1,2010-02-02,http://le.utah.gov/~2010/bills/hbillint/hb0127.pdf
1594125,181682,HB0128,HB0128,Antidiscrimination Study Related to Employment and Housing,Antidiscrimination Study Related to Employment and Housing,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0128.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0128.pdf
1594126,181683,HB0129,HB0129,Amendments to Education Financing,Amendments to Education Financing,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0129.json,1,2010-02-02,http://le.utah.gov/~2010/bills/hbillamd/hb0129.pdf
1594127,181684,HB0130,HB0130,Cancer Research Special Group License Plate,Cancer Research Special Group License Plate,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0130.json,2,2010-03-10,http://le.utah.gov/~2010/bills/hbillenr/hb0130.pdf
1594128,181685,HB0131,HB0131,B and C Road Construction Amendments,B and C Road Construction Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0131.json,1,2010-02-04,http://le.utah.gov/~2010/bills/hbillint/hb0131.pdf
1594129,181686,HB0132,HB0132,Pioneer Trail Memorial Highway,Pioneer Trail Memorial Highway,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0132.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0132.pdf
1594130,181687,HB0133,HB0133,Release of Court Documents and Child Interviews,Release of Court Documents and Child Interviews,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0133.json,1,2010-02-04,http://le.utah.gov/~2010/bills/hbillint/hb0133.pdf
1594131,181688,HB0134,HB0134,Education Donation Tax Credit,Education Donation Tax Credit,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0134.json,1,2010-02-04,http://le.utah.gov/~2010/bills/hbillint/hb0134.pdf
1594132,181689,HB0135,HB0135,Pharmacy Benefit Managers Act,Pharmacy Benefit Managers Act,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0135.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillamd/hb0135.pdf
1594133,181690,HB0136,HB0136,Jail Contracting and Reimbursement,Jail Contracting and Reimbursement,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0136.json,2,2010-03-03,http://le.utah.gov/~2010/bills/hbillamd/hb0136.pdf
1594134,181691,HB0137,HB0137,Public School Funding,Public School Funding,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0137.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillamd/hb0137.pdf
1594135,181692,HB0138,HB0138,Hazing Penalties,Hazing Penalties,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0138.json,4,2010-03-26,http://le.utah.gov/~2010/bills/hbillenr/hb0138.pdf
1594136,181693,HB0139,HB0139,Emergency and Disaster Management Amendments,Emergency and Disaster Management Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0139.json,1,2010-02-08,http://le.utah.gov/~2010/bills/hbillint/hb0139.pdf
1594137,181694,HB0140,HB0140,Human Resource Management Amendments,Human Resource Management Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0140.json,1,2010-02-08,http://le.utah.gov/~2010/bills/hbillamd/hb0140.pdf
1594138,181695,HB0141,HB0141,Recreational Use of Public Water on Private Property,Recreational Use of Public Water on Private Property,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0141.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0141.pdf
1594139,181696,HB0142,HB0142,Legislator - Benefit Plan,Legislator - Benefit Plan,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0142.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0142.pdf
1594140,181697,HB0143,HB0143,Eminent Domain Authority,Eminent Domain Authority,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0143.json,2,2010-02-11,http://le.utah.gov/~2010/bills/hbillenr/hb0143.pdf
1594141,181698,HB0144,HB0144,Hospital Lien Revisions,Hospital Lien Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0144.json,0,,
1594142,181699,HB0145,HB0145,Renewable Energy Financing Provisions,Renewable Energy Financing Provisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0145.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0145.pdf
1594143,181700,HB0146,HB0146,Law Enforcement by Federal Land Management Agency,Law Enforcement by Federal Land Management Agency,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0146.json,4,2010-03-31,http://le.utah.gov/~2010/bills/hbillenr/hb0146.pdf
1594144,181701,HB0147,HB0147,Charter School Revisions,Charter School Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0147.json,0,,
1594145,181702,HB0148,HB0148,Sales and Use Tax Changes,Sales and Use Tax Changes,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0148.json,0,,http://le.utah.gov/~2010/bills/hbillamd/hb0148.pdf
1594146,181703,HB0149,HB0149,School Finance Amendments,School Finance Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0149.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0149.pdf
1594147,181704,HB0150,HB0150,Administrative Subpoena Amendments,Administrative Subpoena Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0150.json,0,,http://le.utah.gov/~2010/bills/hbillamd/hb0150.pdf
1594148,181705,HB0151,HB0151,Utah High School Rodeo Support Special Group License Plate,Utah High School Rodeo Support Special Group License Plate,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0151.json,0,,http://le.utah.gov/~2010/bills/hbillamd/hb0151.pdf
1594149,181706,HB0152,HB0152,Contract Passenger Carrier Safety Act,Contract Passenger Carrier Safety Act,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0152.json,2,2010-02-11,http://le.utah.gov/~2010/bills/hbillint/hb0152.pdf
1594150,181707,HB0153,HB0153,Recycling of Electronic Items,Recycling of Electronic Items,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0153.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0153.pdf
1594151,181708,HB0154,HB0154,Minimum School Program Act Amendments,Minimum School Program Act Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0154.json,0,,
1594152,181709,HB0155,HB0155,Agricultural Advisory Board and Livestock Related Policy,Agricultural Advisory Board and Livestock Related Policy,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0155.json,1,2010-02-22,http://le.utah.gov/~2010/bills/hbillint/hb0155.pdf
1594153,181710,HB0156,HB0156,Regulation of Laser Centers,Regulation of Laser Centers,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0156.json,0,,
1594154,181711,HB0157,HB0157,Property Tax Relief Programs,Property Tax Relief Programs,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0157.json,0,,
1594155,181712,HB0158,HB0158,Sales and Use Tax and Income Tax Amendments,Sales and Use Tax and Income Tax Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0158.json,0,,
1594156,181713,HB0159,HB0159,Campaign Finance Transparency,Campaign Finance Transparency,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0159.json,0,,
1594157,181714,HB0160,HB0160,Campaign Finance Provisions,Campaign Finance Provisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0160.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0160.pdf
1594158,181715,HB0161,HB0161,Voter Registration Amendments,Voter Registration Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0161.json,2,2010-03-05,http://le.utah.gov/~2010/bills/hbillenr/hb0161.pdf
1594159,181716,HB0162,HB0162,Unlawful Sexual Conduct with a Minor,Unlawful Sexual Conduct with a Minor,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0162.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0162.pdf
1594160,181717,HB0163,HB0163,School and Institutional Trust Lands Changes,School and Institutional Trust Lands Changes,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0163.json,0,,
1594161,181718,HB0164,HB0164,Redistricting Provisions,Redistricting Provisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0164.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0164.pdf
1594162,181719,HB0165,HB0165,Water Rights Amendments,Water Rights Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0165.json,0,,
1594163,181720,HB0166,HB0166,Reductions to Education Mandates,Reductions to Education Mandates,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0166.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0166.pdf
1594164,181721,HB0167,HB0167,General Government Amendments,General Government Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0167.json,0,,
1594165,181722,HB0168,HB0168,Government Operations Amendments,Government Operations Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0168.json,0,,
1594166,181723,HB0169,HB0169,Refinery Amendments,Refinery Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0169.json,2,2010-03-08,http://le.utah.gov/~2010/bills/hbillenr/hb0169.pdf
1594167,181724,HB0170,HB0170,Foster Care Revisions,Foster Care Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0170.json,0,,http://le.utah.gov/~2010/bills/hbillint/hb0170.pdf
1594168,181725,HB0171,HB0171,Water Rights Revisions,Water Rights Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0171.json,1,2010-02-17,http://le.utah.gov/~2010/bills/hbillamd/hb0171.pdf
1594169,181726,HB0172,HB0172,Revisions to Government Law,Revisions to Government Law,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0172.json,0,,
1594170,181727,HB0173,HB0173,911 Amendments,911 Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0173.json,1,2010-02-08,http://le.utah.gov/~2010/bills/hbillamd/hb0173.pdf
1594171,181728,HB0174,HB0174,License Plates Amendments,License Plates Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0174.json,2,2010-02-24,http://le.utah.gov/~2010/bills/hbillamd/hb0174.pdf
1594172,181729,HB0175,HB0175,Amendments to Light Requirements on Motor Vehicles,Amendments to Light Requirements on Motor Vehicles,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0175.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillamd/hb0175.pdf
1594173,181730,HB0176,HB0176,Continuing Education Requirements for Electricians and Plumbers,Continuing Education Requirements for Electricians and Plumbers,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0176.json,4,2010-03-22,http://le.utah.gov/~2010/bills/hbillenr/hb0176.pdf
1594174,181731,HB0177,HB0177,Public Employees' Health Care,Public Employees' Health Care,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0177.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillint/hb0177.pdf
1594175,181732,HB0178,HB0178,Bureau of Criminal Identification Fee Amendments,Bureau of Criminal Identification Fee Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0178.json,1,2010-02-08,http://le.utah.gov/~2010/bills/hbillint/hb0178.pdf
1594176,181733,HB0179,HB0179,Off-highway Vehicle and Street-legal All-terrain Vehicle Revisions,Off-highway Vehicle and Street-legal All-terrain Vehicle Revisions,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0179.json,2,2010-02-25,http://le.utah.gov/~2010/bills/hbillenr/hb0179.pdf
1594177,181734,HB0180,HB0180,Outdoor Advertising Amendments,Outdoor Advertising Amendments,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0180.json,1,2010-02-05,http://le.utah.gov/~2010/bills/hbillint/hb0180.pdf
1594178,181735,HB0181,HB0181,Condominium Association Common Expenses,Condominium Association Common Expenses,UT,2010 General Session,bill_data\UT\2010-2010_Regular_Session\bill\HB0181.json,4,2010-03-29,http://le.utah.gov/~2010/bills/hbillenr/hb0181.pdf
